[2024-02-19 15:55:19,089][root][INFO] - Experiment name: xgb_reg_da_w_action_no_day_norm_tune
[2024-02-19 16:32:47,569][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002858 seconds
[2024-02-19 16:32:47,569][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss 0.161906
[2024-02-19 16:32:47,675][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002920 seconds
[2024-02-19 16:32:47,678][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss 0.161906
[2024-02-19 16:32:47,784][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002921 seconds
[2024-02-19 16:32:47,784][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss 0.161906
[2024-02-19 16:32:47,879][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002833 seconds
[2024-02-19 16:32:47,879][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss 0.161906
[2024-02-19 16:32:47,975][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002877 seconds
[2024-02-19 16:32:47,975][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss 0.161906
[2024-02-19 16:32:48,081][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002794 seconds
[2024-02-19 16:32:48,082][hyperopt.tpe][INFO] - TPE using 267/267 trials with best loss 0.161906
[2024-02-19 16:32:48,177][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002938 seconds
[2024-02-19 16:32:48,177][hyperopt.tpe][INFO] - TPE using 268/268 trials with best loss 0.161906
[2024-02-19 16:32:48,272][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002863 seconds
[2024-02-19 16:32:48,272][hyperopt.tpe][INFO] - TPE using 269/269 trials with best loss 0.161906
[2024-02-19 16:32:48,375][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002802 seconds
[2024-02-19 16:32:48,375][hyperopt.tpe][INFO] - TPE using 270/270 trials with best loss 0.161906
[2024-02-19 16:32:48,476][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002873 seconds
[2024-02-19 16:32:48,476][hyperopt.tpe][INFO] - TPE using 271/271 trials with best loss 0.161906
[2024-02-19 16:32:48,569][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002975 seconds
[2024-02-19 16:32:48,569][hyperopt.tpe][INFO] - TPE using 272/272 trials with best loss 0.161906
[2024-02-19 16:32:48,666][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002887 seconds
[2024-02-19 16:32:48,666][hyperopt.tpe][INFO] - TPE using 273/273 trials with best loss 0.161906
[2024-02-19 16:32:48,760][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002872 seconds
[2024-02-19 16:32:48,760][hyperopt.tpe][INFO] - TPE using 274/274 trials with best loss 0.161906
[2024-02-19 16:32:48,854][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003008 seconds
[2024-02-19 16:32:48,854][hyperopt.tpe][INFO] - TPE using 275/275 trials with best loss 0.161906
[2024-02-19 16:32:48,915][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002905 seconds
[2024-02-19 16:32:48,915][hyperopt.tpe][INFO] - TPE using 276/276 trials with best loss 0.161906
[2024-02-19 16:32:48,957][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002852 seconds
[2024-02-19 16:32:48,958][hyperopt.tpe][INFO] - TPE using 277/277 trials with best loss 0.161906
[2024-02-19 16:32:49,033][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002805 seconds
[2024-02-19 16:32:49,034][hyperopt.tpe][INFO] - TPE using 278/278 trials with best loss 0.161906
[2024-02-19 16:32:49,129][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002797 seconds
[2024-02-19 16:32:49,130][hyperopt.tpe][INFO] - TPE using 279/279 trials with best loss 0.161906
[2024-02-19 16:32:49,242][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002835 seconds
[2024-02-19 16:32:49,243][hyperopt.tpe][INFO] - TPE using 280/280 trials with best loss 0.161906
[2024-02-19 16:32:49,339][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002994 seconds
[2024-02-19 16:32:49,339][hyperopt.tpe][INFO] - TPE using 281/281 trials with best loss 0.161906
[2024-02-19 16:32:49,450][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002835 seconds
[2024-02-19 16:32:49,450][hyperopt.tpe][INFO] - TPE using 282/282 trials with best loss 0.161906
[2024-02-19 16:32:49,510][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002965 seconds
[2024-02-19 16:32:49,510][hyperopt.tpe][INFO] - TPE using 283/283 trials with best loss 0.161906
[2024-02-19 16:32:49,622][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003019 seconds
[2024-02-19 16:32:49,622][hyperopt.tpe][INFO] - TPE using 284/284 trials with best loss 0.161906
[2024-02-19 16:32:49,715][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002785 seconds
[2024-02-19 16:32:49,715][hyperopt.tpe][INFO] - TPE using 285/285 trials with best loss 0.161906
[2024-02-19 16:32:49,759][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002928 seconds
[2024-02-19 16:32:49,760][hyperopt.tpe][INFO] - TPE using 286/286 trials with best loss 0.161906
[2024-02-19 16:32:49,838][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002860 seconds
[2024-02-19 16:32:49,838][hyperopt.tpe][INFO] - TPE using 287/287 trials with best loss 0.161906
[2024-02-19 16:32:49,953][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002974 seconds
[2024-02-19 16:32:49,953][hyperopt.tpe][INFO] - TPE using 288/288 trials with best loss 0.161906
[2024-02-19 16:32:50,065][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002859 seconds
[2024-02-19 16:32:50,065][hyperopt.tpe][INFO] - TPE using 289/289 trials with best loss 0.161906
[2024-02-19 16:32:50,159][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002807 seconds
[2024-02-19 16:32:50,160][hyperopt.tpe][INFO] - TPE using 290/290 trials with best loss 0.161906
[2024-02-19 16:32:50,271][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002860 seconds
[2024-02-19 16:32:50,271][hyperopt.tpe][INFO] - TPE using 291/291 trials with best loss 0.161906
[2024-02-19 16:32:50,333][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002830 seconds
[2024-02-19 16:32:50,333][hyperopt.tpe][INFO] - TPE using 292/292 trials with best loss 0.161906
[2024-02-19 16:32:50,430][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002845 seconds
[2024-02-19 16:32:50,431][hyperopt.tpe][INFO] - TPE using 293/293 trials with best loss 0.161906
[2024-02-19 16:32:50,540][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002988 seconds
[2024-02-19 16:32:50,541][hyperopt.tpe][INFO] - TPE using 294/294 trials with best loss 0.161906
[2024-02-19 16:32:50,583][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002767 seconds
[2024-02-19 16:32:50,583][hyperopt.tpe][INFO] - TPE using 295/295 trials with best loss 0.161906
[2024-02-19 16:32:50,661][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003033 seconds
[2024-02-19 16:32:50,661][hyperopt.tpe][INFO] - TPE using 296/296 trials with best loss 0.161906
[2024-02-19 16:32:50,781][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003043 seconds
[2024-02-19 16:32:50,782][hyperopt.tpe][INFO] - TPE using 297/297 trials with best loss 0.161906
[2024-02-19 16:32:50,874][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002861 seconds
[2024-02-19 16:32:50,874][hyperopt.tpe][INFO] - TPE using 298/298 trials with best loss 0.161906
[2024-02-19 16:32:50,988][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002930 seconds
[2024-02-19 16:32:50,988][hyperopt.tpe][INFO] - TPE using 299/299 trials with best loss 0.161906
[2024-02-19 16:32:51,083][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003004 seconds
[2024-02-19 16:32:51,083][hyperopt.tpe][INFO] - TPE using 300/300 trials with best loss 0.161906
[2024-02-19 16:32:51,195][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002906 seconds
[2024-02-19 16:32:51,195][hyperopt.tpe][INFO] - TPE using 301/301 trials with best loss 0.161906
[2024-02-19 16:32:51,256][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002912 seconds
[2024-02-19 16:32:51,256][hyperopt.tpe][INFO] - TPE using 302/302 trials with best loss 0.161906
[2024-02-19 16:32:51,348][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002938 seconds
[2024-02-19 16:32:51,349][hyperopt.tpe][INFO] - TPE using 303/303 trials with best loss 0.161906
[2024-02-19 16:32:51,461][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002798 seconds
[2024-02-19 16:32:51,461][hyperopt.tpe][INFO] - TPE using 304/304 trials with best loss 0.161906
[2024-02-19 16:32:51,570][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002902 seconds
[2024-02-19 16:32:51,571][hyperopt.tpe][INFO] - TPE using 305/305 trials with best loss 0.161906
[2024-02-19 16:32:51,648][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002860 seconds
[2024-02-19 16:32:51,648][hyperopt.tpe][INFO] - TPE using 306/306 trials with best loss 0.161906
[2024-02-19 16:32:51,690][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002970 seconds
[2024-02-19 16:32:51,690][hyperopt.tpe][INFO] - TPE using 307/307 trials with best loss 0.161906
[2024-02-19 16:32:51,791][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002808 seconds
[2024-02-19 16:32:51,791][hyperopt.tpe][INFO] - TPE using 308/308 trials with best loss 0.161906
[2024-02-19 16:32:51,902][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002824 seconds
[2024-02-19 16:32:51,902][hyperopt.tpe][INFO] - TPE using 309/309 trials with best loss 0.161906
[2024-02-19 16:32:51,999][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002813 seconds
[2024-02-19 16:32:51,999][hyperopt.tpe][INFO] - TPE using 310/310 trials with best loss 0.161906
[2024-02-19 16:32:52,111][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002868 seconds
[2024-02-19 16:32:52,111][hyperopt.tpe][INFO] - TPE using 311/311 trials with best loss 0.161906
[2024-02-19 16:32:52,170][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002987 seconds
[2024-02-19 16:32:52,170][hyperopt.tpe][INFO] - TPE using 312/312 trials with best loss 0.161906
[2024-02-19 16:32:52,266][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002786 seconds
[2024-02-19 16:32:52,266][hyperopt.tpe][INFO] - TPE using 313/313 trials with best loss 0.161906
[2024-02-19 16:32:52,375][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002815 seconds
[2024-02-19 16:32:52,376][hyperopt.tpe][INFO] - TPE using 314/314 trials with best loss 0.161906
[2024-02-19 16:32:52,421][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003033 seconds
[2024-02-19 16:32:52,421][hyperopt.tpe][INFO] - TPE using 315/315 trials with best loss 0.161906
[2024-02-19 16:32:52,531][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002800 seconds
[2024-02-19 16:32:52,531][hyperopt.tpe][INFO] - TPE using 316/316 trials with best loss 0.161906
[2024-02-19 16:32:52,611][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003023 seconds
[2024-02-19 16:32:52,612][hyperopt.tpe][INFO] - TPE using 317/317 trials with best loss 0.161906
[2024-02-19 16:32:52,708][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003052 seconds
[2024-02-19 16:32:52,708][hyperopt.tpe][INFO] - TPE using 318/318 trials with best loss 0.161906
[2024-02-19 16:32:52,818][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002859 seconds
[2024-02-19 16:32:52,819][hyperopt.tpe][INFO] - TPE using 319/319 trials with best loss 0.161906
[2024-02-19 16:32:52,913][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002849 seconds
[2024-02-19 16:32:52,913][hyperopt.tpe][INFO] - TPE using 320/320 trials with best loss 0.161906
[2024-02-19 16:32:53,025][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002794 seconds
[2024-02-19 16:32:53,025][hyperopt.tpe][INFO] - TPE using 321/321 trials with best loss 0.161906
[2024-02-19 16:32:53,087][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002791 seconds
[2024-02-19 16:32:53,088][hyperopt.tpe][INFO] - TPE using 322/322 trials with best loss 0.161906
[2024-02-19 16:32:53,181][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002793 seconds
[2024-02-19 16:32:53,181][hyperopt.tpe][INFO] - TPE using 323/323 trials with best loss 0.161906
[2024-02-19 16:32:53,292][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002806 seconds
[2024-02-19 16:32:53,293][hyperopt.tpe][INFO] - TPE using 324/324 trials with best loss 0.161906
[2024-02-19 16:32:53,335][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002923 seconds
[2024-02-19 16:32:53,335][hyperopt.tpe][INFO] - TPE using 325/325 trials with best loss 0.161906
[2024-02-19 16:32:53,447][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002796 seconds
[2024-02-19 16:32:53,447][hyperopt.tpe][INFO] - TPE using 326/326 trials with best loss 0.161906
[2024-02-19 16:32:53,529][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002798 seconds
[2024-02-19 16:32:53,530][hyperopt.tpe][INFO] - TPE using 327/327 trials with best loss 0.161906
[2024-02-19 16:32:53,624][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002889 seconds
[2024-02-19 16:32:53,624][hyperopt.tpe][INFO] - TPE using 328/328 trials with best loss 0.161906
[2024-02-19 16:32:53,737][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002839 seconds
[2024-02-19 16:32:53,738][hyperopt.tpe][INFO] - TPE using 329/329 trials with best loss 0.161906
[2024-02-19 16:32:53,831][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002884 seconds
[2024-02-19 16:32:53,831][hyperopt.tpe][INFO] - TPE using 330/330 trials with best loss 0.161906
[2024-02-19 16:32:53,945][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003021 seconds
[2024-02-19 16:32:53,946][hyperopt.tpe][INFO] - TPE using 331/331 trials with best loss 0.161906
[2024-02-19 16:32:54,007][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002841 seconds
[2024-02-19 16:32:54,007][hyperopt.tpe][INFO] - TPE using 332/332 trials with best loss 0.152694
[2024-02-19 16:32:54,067][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002806 seconds
[2024-02-19 16:32:54,067][hyperopt.tpe][INFO] - TPE using 333/333 trials with best loss 0.152694
[2024-02-19 16:32:54,126][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002870 seconds
[2024-02-19 16:32:54,127][hyperopt.tpe][INFO] - TPE using 334/334 trials with best loss 0.152694
[2024-02-19 16:32:54,186][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003045 seconds
[2024-02-19 16:32:54,186][hyperopt.tpe][INFO] - TPE using 335/335 trials with best loss 0.152694
[2024-02-19 16:32:54,246][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002812 seconds
[2024-02-19 16:32:54,247][hyperopt.tpe][INFO] - TPE using 336/336 trials with best loss 0.152694
[2024-02-19 16:32:54,307][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002866 seconds
[2024-02-19 16:32:54,307][hyperopt.tpe][INFO] - TPE using 337/337 trials with best loss 0.152694
[2024-02-19 16:32:54,366][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002978 seconds
[2024-02-19 16:32:54,367][hyperopt.tpe][INFO] - TPE using 338/338 trials with best loss 0.152694
[2024-02-19 16:32:54,427][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002967 seconds
[2024-02-19 16:32:54,427][hyperopt.tpe][INFO] - TPE using 339/339 trials with best loss 0.152694
[2024-02-19 16:32:54,487][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003013 seconds
[2024-02-19 16:32:54,488][hyperopt.tpe][INFO] - TPE using 340/340 trials with best loss 0.152694
[2024-02-19 16:32:54,548][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002907 seconds
[2024-02-19 16:32:54,549][hyperopt.tpe][INFO] - TPE using 341/341 trials with best loss 0.152694
[2024-02-19 16:32:54,609][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002858 seconds
[2024-02-19 16:32:54,610][hyperopt.tpe][INFO] - TPE using 342/342 trials with best loss 0.152694
[2024-02-19 16:32:54,669][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002887 seconds
[2024-02-19 16:32:54,669][hyperopt.tpe][INFO] - TPE using 343/343 trials with best loss 0.152694
[2024-02-19 16:32:54,728][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002871 seconds
[2024-02-19 16:32:54,729][hyperopt.tpe][INFO] - TPE using 344/344 trials with best loss 0.152694
[2024-02-19 16:32:54,788][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002892 seconds
[2024-02-19 16:32:54,789][hyperopt.tpe][INFO] - TPE using 345/345 trials with best loss 0.152694
[2024-02-19 16:32:54,848][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002867 seconds
[2024-02-19 16:32:54,848][hyperopt.tpe][INFO] - TPE using 346/346 trials with best loss 0.152694
[2024-02-19 16:32:54,909][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002818 seconds
[2024-02-19 16:32:54,909][hyperopt.tpe][INFO] - TPE using 347/347 trials with best loss 0.152694
[2024-02-19 16:32:54,969][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002934 seconds
[2024-02-19 16:32:54,969][hyperopt.tpe][INFO] - TPE using 348/348 trials with best loss 0.152694
[2024-02-19 16:32:55,029][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002956 seconds
[2024-02-19 16:32:55,029][hyperopt.tpe][INFO] - TPE using 349/349 trials with best loss 0.152694
[2024-02-19 16:32:55,089][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002846 seconds
[2024-02-19 16:32:55,089][hyperopt.tpe][INFO] - TPE using 350/350 trials with best loss 0.152694
[2024-02-19 16:32:55,151][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002964 seconds
[2024-02-19 16:32:55,151][hyperopt.tpe][INFO] - TPE using 351/351 trials with best loss 0.152295
[2024-02-19 16:32:55,214][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003039 seconds
[2024-02-19 16:32:55,214][hyperopt.tpe][INFO] - TPE using 352/352 trials with best loss 0.152295
[2024-02-19 16:32:55,277][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003054 seconds
[2024-02-19 16:32:55,278][hyperopt.tpe][INFO] - TPE using 353/353 trials with best loss 0.152295
[2024-02-19 16:32:55,341][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003002 seconds
[2024-02-19 16:32:55,341][hyperopt.tpe][INFO] - TPE using 354/354 trials with best loss 0.152295
[2024-02-19 16:32:55,401][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002823 seconds
[2024-02-19 16:32:55,401][hyperopt.tpe][INFO] - TPE using 355/355 trials with best loss 0.152295
[2024-02-19 16:32:55,462][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002891 seconds
[2024-02-19 16:32:55,462][hyperopt.tpe][INFO] - TPE using 356/356 trials with best loss 0.152295
[2024-02-19 16:32:55,522][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002886 seconds
[2024-02-19 16:32:55,523][hyperopt.tpe][INFO] - TPE using 357/357 trials with best loss 0.152295
[2024-02-19 16:32:55,584][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002858 seconds
[2024-02-19 16:32:55,584][hyperopt.tpe][INFO] - TPE using 358/358 trials with best loss 0.152295
[2024-02-19 16:32:55,645][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002857 seconds
[2024-02-19 16:32:55,645][hyperopt.tpe][INFO] - TPE using 359/359 trials with best loss 0.152295
[2024-02-19 16:32:55,705][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002835 seconds
[2024-02-19 16:32:55,706][hyperopt.tpe][INFO] - TPE using 360/360 trials with best loss 0.152295
[2024-02-19 16:32:55,766][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002822 seconds
[2024-02-19 16:32:55,766][hyperopt.tpe][INFO] - TPE using 361/361 trials with best loss 0.152295
[2024-02-19 16:32:55,826][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002822 seconds
[2024-02-19 16:32:55,827][hyperopt.tpe][INFO] - TPE using 362/362 trials with best loss 0.152295
[2024-02-19 16:32:55,886][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002864 seconds
[2024-02-19 16:32:55,886][hyperopt.tpe][INFO] - TPE using 363/363 trials with best loss 0.152295
[2024-02-19 16:32:55,946][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002832 seconds
[2024-02-19 16:32:55,947][hyperopt.tpe][INFO] - TPE using 364/364 trials with best loss 0.152295
[2024-02-19 16:32:56,007][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002813 seconds
[2024-02-19 16:32:56,007][hyperopt.tpe][INFO] - TPE using 365/365 trials with best loss 0.152295
[2024-02-19 16:32:56,067][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002807 seconds
[2024-02-19 16:32:56,068][hyperopt.tpe][INFO] - TPE using 366/366 trials with best loss 0.152295
[2024-02-19 16:32:56,128][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002845 seconds
[2024-02-19 16:32:56,128][hyperopt.tpe][INFO] - TPE using 367/367 trials with best loss 0.152295
[2024-02-19 16:32:56,189][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002800 seconds
[2024-02-19 16:32:56,190][hyperopt.tpe][INFO] - TPE using 368/368 trials with best loss 0.152295
[2024-02-19 16:32:56,249][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002809 seconds
[2024-02-19 16:32:56,250][hyperopt.tpe][INFO] - TPE using 369/369 trials with best loss 0.152295
[2024-02-19 16:32:56,310][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002791 seconds
[2024-02-19 16:32:56,310][hyperopt.tpe][INFO] - TPE using 370/370 trials with best loss 0.152295
[2024-02-19 16:32:56,370][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002963 seconds
[2024-02-19 16:32:56,371][hyperopt.tpe][INFO] - TPE using 371/371 trials with best loss 0.152295
[2024-02-19 16:32:56,430][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002881 seconds
[2024-02-19 16:32:56,431][hyperopt.tpe][INFO] - TPE using 372/372 trials with best loss 0.152295
[2024-02-19 16:32:56,490][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002877 seconds
[2024-02-19 16:32:56,491][hyperopt.tpe][INFO] - TPE using 373/373 trials with best loss 0.152295
[2024-02-19 16:32:56,550][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002819 seconds
[2024-02-19 16:32:56,551][hyperopt.tpe][INFO] - TPE using 374/374 trials with best loss 0.152295
[2024-02-19 16:32:56,612][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002864 seconds
[2024-02-19 16:32:56,612][hyperopt.tpe][INFO] - TPE using 375/375 trials with best loss 0.152295
[2024-02-19 16:32:56,672][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002813 seconds
[2024-02-19 16:32:56,673][hyperopt.tpe][INFO] - TPE using 376/376 trials with best loss 0.152295
[2024-02-19 16:32:56,733][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002859 seconds
[2024-02-19 16:32:56,733][hyperopt.tpe][INFO] - TPE using 377/377 trials with best loss 0.152295
[2024-02-19 16:32:56,846][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.055351 seconds
[2024-02-19 16:32:56,847][hyperopt.tpe][INFO] - TPE using 378/378 trials with best loss 0.152295
[2024-02-19 16:32:56,907][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002856 seconds
[2024-02-19 16:32:56,907][hyperopt.tpe][INFO] - TPE using 379/379 trials with best loss 0.152295
[2024-02-19 16:32:56,971][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003062 seconds
[2024-02-19 16:32:56,971][hyperopt.tpe][INFO] - TPE using 380/380 trials with best loss 0.150063
[2024-02-19 16:32:57,032][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002883 seconds
[2024-02-19 16:32:57,033][hyperopt.tpe][INFO] - TPE using 381/381 trials with best loss 0.150063
[2024-02-19 16:32:57,093][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002849 seconds
[2024-02-19 16:32:57,094][hyperopt.tpe][INFO] - TPE using 382/382 trials with best loss 0.150063
[2024-02-19 16:32:57,155][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002898 seconds
[2024-02-19 16:32:57,155][hyperopt.tpe][INFO] - TPE using 383/383 trials with best loss 0.150063
[2024-02-19 16:32:57,216][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002854 seconds
[2024-02-19 16:32:57,217][hyperopt.tpe][INFO] - TPE using 384/384 trials with best loss 0.150063
[2024-02-19 16:32:57,277][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002946 seconds
[2024-02-19 16:32:57,277][hyperopt.tpe][INFO] - TPE using 385/385 trials with best loss 0.150063
[2024-02-19 16:32:57,339][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002844 seconds
[2024-02-19 16:32:57,339][hyperopt.tpe][INFO] - TPE using 386/386 trials with best loss 0.150063
[2024-02-19 16:32:57,401][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002829 seconds
[2024-02-19 16:32:57,401][hyperopt.tpe][INFO] - TPE using 387/387 trials with best loss 0.150063
[2024-02-19 16:32:57,461][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002829 seconds
[2024-02-19 16:32:57,461][hyperopt.tpe][INFO] - TPE using 388/388 trials with best loss 0.150063
[2024-02-19 16:32:57,522][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002824 seconds
[2024-02-19 16:32:57,522][hyperopt.tpe][INFO] - TPE using 389/389 trials with best loss 0.150063
[2024-02-19 16:32:57,582][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002924 seconds
[2024-02-19 16:32:57,582][hyperopt.tpe][INFO] - TPE using 390/390 trials with best loss 0.150063
[2024-02-19 16:32:57,644][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002827 seconds
[2024-02-19 16:32:57,645][hyperopt.tpe][INFO] - TPE using 391/391 trials with best loss 0.150063
[2024-02-19 16:32:57,705][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002877 seconds
[2024-02-19 16:32:57,705][hyperopt.tpe][INFO] - TPE using 392/392 trials with best loss 0.150063
[2024-02-19 16:32:57,766][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002948 seconds
[2024-02-19 16:32:57,766][hyperopt.tpe][INFO] - TPE using 393/393 trials with best loss 0.150063
[2024-02-19 16:32:57,827][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002867 seconds
[2024-02-19 16:32:57,827][hyperopt.tpe][INFO] - TPE using 394/394 trials with best loss 0.150063
[2024-02-19 16:32:57,887][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002838 seconds
[2024-02-19 16:32:57,887][hyperopt.tpe][INFO] - TPE using 395/395 trials with best loss 0.150063
