[2024-01-02 15:06:55,422][root][INFO] - Experiment name: xgb_regression_da_only_hyperopt_tune_no_reg
[2024-01-02 15:07:34,917][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001872 seconds
[2024-01-02 15:07:34,926][hyperopt.tpe][INFO] - TPE using 267/267 trials with best loss 0.136246
[2024-01-02 15:07:35,080][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001785 seconds
[2024-01-02 15:07:35,088][hyperopt.tpe][INFO] - TPE using 268/268 trials with best loss 0.136246
[2024-01-02 15:07:35,242][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001790 seconds
[2024-01-02 15:07:35,244][hyperopt.tpe][INFO] - TPE using 269/269 trials with best loss 0.136246
[2024-01-02 15:07:35,399][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001783 seconds
[2024-01-02 15:07:35,401][hyperopt.tpe][INFO] - TPE using 270/270 trials with best loss 0.136246
[2024-01-02 15:07:35,558][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001780 seconds
[2024-01-02 15:07:35,559][hyperopt.tpe][INFO] - TPE using 271/271 trials with best loss 0.136246
[2024-01-02 15:07:35,709][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001758 seconds
[2024-01-02 15:07:35,712][hyperopt.tpe][INFO] - TPE using 272/272 trials with best loss 0.136246
[2024-01-02 15:07:35,862][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001854 seconds
[2024-01-02 15:07:35,872][hyperopt.tpe][INFO] - TPE using 273/273 trials with best loss 0.136246
[2024-01-02 15:07:36,005][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2024-01-02 15:07:36,006][hyperopt.tpe][INFO] - TPE using 274/274 trials with best loss 0.136246
[2024-01-02 15:07:36,066][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001771 seconds
[2024-01-02 15:07:36,067][hyperopt.tpe][INFO] - TPE using 275/275 trials with best loss 0.136246
[2024-01-02 15:07:36,221][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001771 seconds
[2024-01-02 15:07:36,221][hyperopt.tpe][INFO] - TPE using 276/276 trials with best loss 0.136246
[2024-01-02 15:07:36,385][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001773 seconds
[2024-01-02 15:07:36,391][hyperopt.tpe][INFO] - TPE using 277/277 trials with best loss 0.136246
[2024-01-02 15:07:36,546][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001762 seconds
[2024-01-02 15:07:36,546][hyperopt.tpe][INFO] - TPE using 278/278 trials with best loss 0.136246
[2024-01-02 15:07:36,645][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001838 seconds
[2024-01-02 15:07:36,646][hyperopt.tpe][INFO] - TPE using 279/279 trials with best loss 0.136246
[2024-01-02 15:07:36,801][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-02 15:07:36,814][hyperopt.tpe][INFO] - TPE using 280/280 trials with best loss 0.136246
[2024-01-02 15:07:36,939][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001764 seconds
[2024-01-02 15:07:36,940][hyperopt.tpe][INFO] - TPE using 281/281 trials with best loss 0.136246
[2024-01-02 15:07:37,025][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001762 seconds
[2024-01-02 15:07:37,026][hyperopt.tpe][INFO] - TPE using 282/282 trials with best loss 0.136246
[2024-01-02 15:07:37,151][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001776 seconds
[2024-01-02 15:07:37,151][hyperopt.tpe][INFO] - TPE using 283/283 trials with best loss 0.136246
[2024-01-02 15:07:37,310][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001786 seconds
[2024-01-02 15:07:37,310][hyperopt.tpe][INFO] - TPE using 284/284 trials with best loss 0.136246
[2024-01-02 15:07:37,363][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001872 seconds
[2024-01-02 15:07:37,363][hyperopt.tpe][INFO] - TPE using 285/285 trials with best loss 0.136246
[2024-01-02 15:07:37,508][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001760 seconds
[2024-01-02 15:07:37,509][hyperopt.tpe][INFO] - TPE using 286/286 trials with best loss 0.136246
[2024-01-02 15:07:37,613][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001771 seconds
[2024-01-02 15:07:37,613][hyperopt.tpe][INFO] - TPE using 287/287 trials with best loss 0.136246
[2024-01-02 15:07:37,765][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001761 seconds
[2024-01-02 15:07:37,765][hyperopt.tpe][INFO] - TPE using 288/288 trials with best loss 0.136246
[2024-01-02 15:07:37,900][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001762 seconds
[2024-01-02 15:07:37,900][hyperopt.tpe][INFO] - TPE using 289/289 trials with best loss 0.136246
[2024-01-02 15:07:38,090][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-02 15:07:38,090][hyperopt.tpe][INFO] - TPE using 290/290 trials with best loss 0.136246
[2024-01-02 15:07:38,239][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001827 seconds
[2024-01-02 15:07:38,240][hyperopt.tpe][INFO] - TPE using 291/291 trials with best loss 0.136246
[2024-01-02 15:07:38,322][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001751 seconds
[2024-01-02 15:07:38,322][hyperopt.tpe][INFO] - TPE using 292/292 trials with best loss 0.136246
[2024-01-02 15:07:38,448][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001767 seconds
[2024-01-02 15:07:38,448][hyperopt.tpe][INFO] - TPE using 293/293 trials with best loss 0.136246
[2024-01-02 15:07:38,590][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-02 15:07:38,591][hyperopt.tpe][INFO] - TPE using 294/294 trials with best loss 0.136246
[2024-01-02 15:07:38,647][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001756 seconds
[2024-01-02 15:07:38,647][hyperopt.tpe][INFO] - TPE using 295/295 trials with best loss 0.136246
[2024-01-02 15:07:38,800][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001751 seconds
[2024-01-02 15:07:38,801][hyperopt.tpe][INFO] - TPE using 296/296 trials with best loss 0.136246
[2024-01-02 15:07:38,947][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001845 seconds
[2024-01-02 15:07:38,947][hyperopt.tpe][INFO] - TPE using 297/297 trials with best loss 0.136246
[2024-01-02 15:07:39,105][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-02 15:07:39,105][hyperopt.tpe][INFO] - TPE using 298/298 trials with best loss 0.136246
[2024-01-02 15:07:39,238][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001775 seconds
[2024-01-02 15:07:39,238][hyperopt.tpe][INFO] - TPE using 299/299 trials with best loss 0.136246
[2024-01-02 15:07:39,406][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001908 seconds
[2024-01-02 15:07:39,406][hyperopt.tpe][INFO] - TPE using 300/300 trials with best loss 0.136246
[2024-01-02 15:07:39,472][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001769 seconds
[2024-01-02 15:07:39,472][hyperopt.tpe][INFO] - TPE using 301/301 trials with best loss 0.136246
[2024-01-02 15:07:39,628][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001741 seconds
[2024-01-02 15:07:39,629][hyperopt.tpe][INFO] - TPE using 302/302 trials with best loss 0.136246
[2024-01-02 15:07:39,787][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001832 seconds
[2024-01-02 15:07:39,787][hyperopt.tpe][INFO] - TPE using 303/303 trials with best loss 0.136246
[2024-01-02 15:07:39,935][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-02 15:07:39,935][hyperopt.tpe][INFO] - TPE using 304/304 trials with best loss 0.136246
[2024-01-02 15:07:39,994][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001755 seconds
[2024-01-02 15:07:39,995][hyperopt.tpe][INFO] - TPE using 305/305 trials with best loss 0.136246
[2024-01-02 15:07:40,148][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001773 seconds
[2024-01-02 15:07:40,148][hyperopt.tpe][INFO] - TPE using 306/306 trials with best loss 0.136246
[2024-01-02 15:07:40,250][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001784 seconds
[2024-01-02 15:07:40,251][hyperopt.tpe][INFO] - TPE using 307/307 trials with best loss 0.136246
[2024-01-02 15:07:40,387][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-02 15:07:40,387][hyperopt.tpe][INFO] - TPE using 308/308 trials with best loss 0.136246
[2024-01-02 15:07:40,542][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001834 seconds
[2024-01-02 15:07:40,542][hyperopt.tpe][INFO] - TPE using 309/309 trials with best loss 0.136246
[2024-01-02 15:07:40,719][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001808 seconds
[2024-01-02 15:07:40,719][hyperopt.tpe][INFO] - TPE using 310/310 trials with best loss 0.136246
[2024-01-02 15:07:40,874][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001783 seconds
[2024-01-02 15:07:40,874][hyperopt.tpe][INFO] - TPE using 311/311 trials with best loss 0.136246
[2024-01-02 15:07:40,940][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001759 seconds
[2024-01-02 15:07:40,940][hyperopt.tpe][INFO] - TPE using 312/312 trials with best loss 0.136246
[2024-01-02 15:07:41,089][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001778 seconds
[2024-01-02 15:07:41,096][hyperopt.tpe][INFO] - TPE using 313/313 trials with best loss 0.136246
[2024-01-02 15:07:41,245][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001775 seconds
[2024-01-02 15:07:41,247][hyperopt.tpe][INFO] - TPE using 314/314 trials with best loss 0.136246
[2024-01-02 15:07:41,401][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001867 seconds
[2024-01-02 15:07:41,401][hyperopt.tpe][INFO] - TPE using 315/315 trials with best loss 0.136246
[2024-01-02 15:07:41,448][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001772 seconds
[2024-01-02 15:07:41,449][hyperopt.tpe][INFO] - TPE using 316/316 trials with best loss 0.136246
[2024-01-02 15:07:41,545][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001806 seconds
[2024-01-02 15:07:41,546][hyperopt.tpe][INFO] - TPE using 317/317 trials with best loss 0.136246
[2024-01-02 15:07:41,701][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-02 15:07:41,701][hyperopt.tpe][INFO] - TPE using 318/318 trials with best loss 0.136246
[2024-01-02 15:07:41,858][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2024-01-02 15:07:41,858][hyperopt.tpe][INFO] - TPE using 319/319 trials with best loss 0.136246
[2024-01-02 15:07:41,990][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-02 15:07:41,991][hyperopt.tpe][INFO] - TPE using 320/320 trials with best loss 0.136246
[2024-01-02 15:07:42,056][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001836 seconds
[2024-01-02 15:07:42,057][hyperopt.tpe][INFO] - TPE using 321/321 trials with best loss 0.136246
[2024-01-02 15:07:42,211][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001756 seconds
[2024-01-02 15:07:42,212][hyperopt.tpe][INFO] - TPE using 322/322 trials with best loss 0.136246
[2024-01-02 15:07:42,367][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001792 seconds
[2024-01-02 15:07:42,367][hyperopt.tpe][INFO] - TPE using 323/323 trials with best loss 0.136246
[2024-01-02 15:07:42,521][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001762 seconds
[2024-01-02 15:07:42,521][hyperopt.tpe][INFO] - TPE using 324/324 trials with best loss 0.136246
[2024-01-02 15:07:42,569][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001775 seconds
[2024-01-02 15:07:42,570][hyperopt.tpe][INFO] - TPE using 325/325 trials with best loss 0.136246
[2024-01-02 15:07:42,724][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001766 seconds
[2024-01-02 15:07:42,725][hyperopt.tpe][INFO] - TPE using 326/326 trials with best loss 0.136246
[2024-01-02 15:07:42,883][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001861 seconds
[2024-01-02 15:07:42,883][hyperopt.tpe][INFO] - TPE using 327/327 trials with best loss 0.136246
[2024-01-02 15:07:43,074][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001780 seconds
[2024-01-02 15:07:43,075][hyperopt.tpe][INFO] - TPE using 328/328 trials with best loss 0.136246
[2024-01-02 15:07:43,198][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001771 seconds
[2024-01-02 15:07:43,198][hyperopt.tpe][INFO] - TPE using 329/329 trials with best loss 0.136246
[2024-01-02 15:07:43,348][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001747 seconds
[2024-01-02 15:07:43,349][hyperopt.tpe][INFO] - TPE using 330/330 trials with best loss 0.136246
[2024-01-02 15:07:43,482][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001775 seconds
[2024-01-02 15:07:43,482][hyperopt.tpe][INFO] - TPE using 331/331 trials with best loss 0.136246
[2024-01-02 15:07:43,548][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001764 seconds
[2024-01-02 15:07:43,548][hyperopt.tpe][INFO] - TPE using 332/332 trials with best loss 0.136246
[2024-01-02 15:07:43,707][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001870 seconds
[2024-01-02 15:07:43,708][hyperopt.tpe][INFO] - TPE using 333/333 trials with best loss 0.136246
[2024-01-02 15:07:43,898][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.049920 seconds
[2024-01-02 15:07:43,899][hyperopt.tpe][INFO] - TPE using 334/334 trials with best loss 0.136246
[2024-01-02 15:07:43,953][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001780 seconds
[2024-01-02 15:07:43,954][hyperopt.tpe][INFO] - TPE using 335/335 trials with best loss 0.136246
[2024-01-02 15:07:44,112][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-02 15:07:44,112][hyperopt.tpe][INFO] - TPE using 336/336 trials with best loss 0.136246
[2024-01-02 15:07:44,264][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001761 seconds
[2024-01-02 15:07:44,265][hyperopt.tpe][INFO] - TPE using 337/337 trials with best loss 0.136246
[2024-01-02 15:07:44,418][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001761 seconds
[2024-01-02 15:07:44,418][hyperopt.tpe][INFO] - TPE using 338/338 trials with best loss 0.136246
[2024-01-02 15:07:44,522][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001778 seconds
[2024-01-02 15:07:44,522][hyperopt.tpe][INFO] - TPE using 339/339 trials with best loss 0.136246
[2024-01-02 15:07:44,668][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-02 15:07:44,669][hyperopt.tpe][INFO] - TPE using 340/340 trials with best loss 0.136246
[2024-01-02 15:07:44,801][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001772 seconds
[2024-01-02 15:07:44,802][hyperopt.tpe][INFO] - TPE using 341/341 trials with best loss 0.136246
[2024-01-02 15:07:44,867][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-02 15:07:44,868][hyperopt.tpe][INFO] - TPE using 342/342 trials with best loss 0.136246
[2024-01-02 15:07:45,017][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001778 seconds
[2024-01-02 15:07:45,018][hyperopt.tpe][INFO] - TPE using 343/343 trials with best loss 0.136246
[2024-01-02 15:07:45,171][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001799 seconds
[2024-01-02 15:07:45,171][hyperopt.tpe][INFO] - TPE using 344/344 trials with best loss 0.136246
[2024-01-02 15:07:45,315][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001784 seconds
[2024-01-02 15:07:45,315][hyperopt.tpe][INFO] - TPE using 345/345 trials with best loss 0.136246
[2024-01-02 15:07:45,471][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001773 seconds
[2024-01-02 15:07:45,485][hyperopt.tpe][INFO] - TPE using 346/346 trials with best loss 0.136246
[2024-01-02 15:07:45,541][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-02 15:07:45,541][hyperopt.tpe][INFO] - TPE using 347/347 trials with best loss 0.136246
[2024-01-02 15:07:45,650][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001767 seconds
[2024-01-02 15:07:45,651][hyperopt.tpe][INFO] - TPE using 348/348 trials with best loss 0.136246
[2024-01-02 15:07:45,803][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001788 seconds
[2024-01-02 15:07:45,804][hyperopt.tpe][INFO] - TPE using 349/349 trials with best loss 0.136246
[2024-01-02 15:07:45,932][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001785 seconds
[2024-01-02 15:07:45,932][hyperopt.tpe][INFO] - TPE using 350/350 trials with best loss 0.136246
[2024-01-02 15:07:46,122][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-02 15:07:46,123][hyperopt.tpe][INFO] - TPE using 351/351 trials with best loss 0.136246
[2024-01-02 15:07:46,272][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-02 15:07:46,273][hyperopt.tpe][INFO] - TPE using 352/352 trials with best loss 0.136246
[2024-01-02 15:07:46,351][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001788 seconds
[2024-01-02 15:07:46,352][hyperopt.tpe][INFO] - TPE using 353/353 trials with best loss 0.136246
[2024-01-02 15:07:46,477][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001778 seconds
[2024-01-02 15:07:46,478][hyperopt.tpe][INFO] - TPE using 354/354 trials with best loss 0.136246
[2024-01-02 15:07:46,636][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001820 seconds
[2024-01-02 15:07:46,636][hyperopt.tpe][INFO] - TPE using 355/355 trials with best loss 0.136246
[2024-01-02 15:07:46,687][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001761 seconds
[2024-01-02 15:07:46,687][hyperopt.tpe][INFO] - TPE using 356/356 trials with best loss 0.136246
[2024-01-02 15:07:46,874][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001812 seconds
[2024-01-02 15:07:46,874][hyperopt.tpe][INFO] - TPE using 357/357 trials with best loss 0.136246
[2024-01-02 15:07:46,964][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-02 15:07:46,964][hyperopt.tpe][INFO] - TPE using 358/358 trials with best loss 0.136246
[2024-01-02 15:07:47,114][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-02 15:07:47,114][hyperopt.tpe][INFO] - TPE using 359/359 trials with best loss 0.136246
[2024-01-02 15:07:47,239][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001804 seconds
[2024-01-02 15:07:47,239][hyperopt.tpe][INFO] - TPE using 360/360 trials with best loss 0.136246
[2024-01-02 15:07:47,412][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001778 seconds
[2024-01-02 15:07:47,413][hyperopt.tpe][INFO] - TPE using 361/361 trials with best loss 0.136246
[2024-01-02 15:07:47,568][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-02 15:07:47,568][hyperopt.tpe][INFO] - TPE using 362/362 trials with best loss 0.136246
[2024-01-02 15:07:47,634][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001790 seconds
[2024-01-02 15:07:47,634][hyperopt.tpe][INFO] - TPE using 363/363 trials with best loss 0.136246
[2024-01-02 15:07:47,823][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001796 seconds
[2024-01-02 15:07:47,823][hyperopt.tpe][INFO] - TPE using 364/364 trials with best loss 0.136246
[2024-01-02 15:07:47,953][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001797 seconds
[2024-01-02 15:07:47,953][hyperopt.tpe][INFO] - TPE using 365/365 trials with best loss 0.136246
[2024-01-02 15:07:48,012][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001787 seconds
[2024-01-02 15:07:48,012][hyperopt.tpe][INFO] - TPE using 366/366 trials with best loss 0.136246
[2024-01-02 15:07:48,165][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-02 15:07:48,166][hyperopt.tpe][INFO] - TPE using 367/367 trials with best loss 0.136246
[2024-01-02 15:07:48,354][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-02 15:07:48,354][hyperopt.tpe][INFO] - TPE using 368/368 trials with best loss 0.136246
[2024-01-02 15:07:48,467][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001795 seconds
[2024-01-02 15:07:48,467][hyperopt.tpe][INFO] - TPE using 369/369 trials with best loss 0.136246
[2024-01-02 15:07:48,594][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001788 seconds
[2024-01-02 15:07:48,594][hyperopt.tpe][INFO] - TPE using 370/370 trials with best loss 0.136246
[2024-01-02 15:07:48,759][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001788 seconds
[2024-01-02 15:07:48,759][hyperopt.tpe][INFO] - TPE using 371/371 trials with best loss 0.136246
[2024-01-02 15:07:48,949][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-02 15:07:48,950][hyperopt.tpe][INFO] - TPE using 372/372 trials with best loss 0.136246
[2024-01-02 15:07:49,015][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001761 seconds
[2024-01-02 15:07:49,016][hyperopt.tpe][INFO] - TPE using 373/373 trials with best loss 0.136246
[2024-01-02 15:07:49,165][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-02 15:07:49,165][hyperopt.tpe][INFO] - TPE using 374/374 trials with best loss 0.136246
[2024-01-02 15:07:49,313][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2024-01-02 15:07:49,314][hyperopt.tpe][INFO] - TPE using 375/375 trials with best loss 0.136246
[2024-01-02 15:07:49,463][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001797 seconds
[2024-01-02 15:07:49,463][hyperopt.tpe][INFO] - TPE using 376/376 trials with best loss 0.136246
[2024-01-02 15:07:49,516][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-02 15:07:49,516][hyperopt.tpe][INFO] - TPE using 377/377 trials with best loss 0.136246
[2024-01-02 15:07:49,662][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2024-01-02 15:07:49,662][hyperopt.tpe][INFO] - TPE using 378/378 trials with best loss 0.136246
[2024-01-02 15:07:49,765][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001773 seconds
[2024-01-02 15:07:49,766][hyperopt.tpe][INFO] - TPE using 379/379 trials with best loss 0.136246
[2024-01-02 15:07:49,921][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-02 15:07:49,921][hyperopt.tpe][INFO] - TPE using 380/380 trials with best loss 0.136246
[2024-01-02 15:07:50,050][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-02 15:07:50,051][hyperopt.tpe][INFO] - TPE using 381/381 trials with best loss 0.136246
[2024-01-02 15:07:50,141][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-02 15:07:50,141][hyperopt.tpe][INFO] - TPE using 382/382 trials with best loss 0.136246
[2024-01-02 15:07:50,300][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001794 seconds
[2024-01-02 15:07:50,300][hyperopt.tpe][INFO] - TPE using 383/383 trials with best loss 0.136246
[2024-01-02 15:07:50,426][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-02 15:07:50,426][hyperopt.tpe][INFO] - TPE using 384/384 trials with best loss 0.136246
[2024-01-02 15:07:50,614][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001783 seconds
[2024-01-02 15:07:50,614][hyperopt.tpe][INFO] - TPE using 385/385 trials with best loss 0.136246
[2024-01-02 15:07:50,662][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001751 seconds
[2024-01-02 15:07:50,662][hyperopt.tpe][INFO] - TPE using 386/386 trials with best loss 0.136246
[2024-01-02 15:07:50,815][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-02 15:07:50,815][hyperopt.tpe][INFO] - TPE using 387/387 trials with best loss 0.136246
[2024-01-02 15:07:50,912][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001784 seconds
[2024-01-02 15:07:50,913][hyperopt.tpe][INFO] - TPE using 388/388 trials with best loss 0.136246
[2024-01-02 15:07:51,062][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001794 seconds
[2024-01-02 15:07:51,063][hyperopt.tpe][INFO] - TPE using 389/389 trials with best loss 0.136246
[2024-01-02 15:07:51,213][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-02 15:07:51,213][hyperopt.tpe][INFO] - TPE using 390/390 trials with best loss 0.136246
[2024-01-02 15:07:51,363][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-02 15:07:51,363][hyperopt.tpe][INFO] - TPE using 391/391 trials with best loss 0.136246
[2024-01-02 15:07:51,493][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001746 seconds
[2024-01-02 15:07:51,494][hyperopt.tpe][INFO] - TPE using 392/392 trials with best loss 0.136246
[2024-01-02 15:07:51,652][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001783 seconds
[2024-01-02 15:07:51,652][hyperopt.tpe][INFO] - TPE using 393/393 trials with best loss 0.136246
[2024-01-02 15:07:51,718][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001788 seconds
[2024-01-02 15:07:51,718][hyperopt.tpe][INFO] - TPE using 394/394 trials with best loss 0.136246
[2024-01-02 15:07:51,857][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001756 seconds
[2024-01-02 15:07:51,857][hyperopt.tpe][INFO] - TPE using 395/395 trials with best loss 0.136246
[2024-01-02 15:07:51,911][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001758 seconds
[2024-01-02 15:07:51,912][hyperopt.tpe][INFO] - TPE using 396/396 trials with best loss 0.136246
[2024-01-02 15:07:52,064][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001787 seconds
[2024-01-02 15:07:52,065][hyperopt.tpe][INFO] - TPE using 397/397 trials with best loss 0.136246
[2024-01-02 15:07:52,229][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001750 seconds
[2024-01-02 15:07:52,230][hyperopt.tpe][INFO] - TPE using 398/398 trials with best loss 0.136246
[2024-01-02 15:07:52,333][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001775 seconds
[2024-01-02 15:07:52,333][hyperopt.tpe][INFO] - TPE using 399/399 trials with best loss 0.136246
[2024-01-02 15:07:52,475][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001752 seconds
[2024-01-02 15:07:52,476][hyperopt.tpe][INFO] - TPE using 400/400 trials with best loss 0.136246
