[2023-12-01 14:53:26,833][root][INFO] - Experiment name: xgb_regression_da_only_hyperopt_tuneS_with_day
[2023-12-01 14:54:00,036][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002571 seconds
[2023-12-01 14:54:00,036][hyperopt.tpe][INFO] - TPE using 267/267 trials with best loss 0.228079
[2023-12-01 14:54:00,166][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:54:00,166][hyperopt.tpe][INFO] - TPE using 268/268 trials with best loss 0.228079
[2023-12-01 14:54:00,299][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:54:00,300][hyperopt.tpe][INFO] - TPE using 269/269 trials with best loss 0.228079
[2023-12-01 14:54:00,438][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002565 seconds
[2023-12-01 14:54:00,439][hyperopt.tpe][INFO] - TPE using 270/270 trials with best loss 0.228079
[2023-12-01 14:54:00,569][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002480 seconds
[2023-12-01 14:54:00,569][hyperopt.tpe][INFO] - TPE using 271/271 trials with best loss 0.228079
[2023-12-01 14:54:00,705][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002543 seconds
[2023-12-01 14:54:00,705][hyperopt.tpe][INFO] - TPE using 272/272 trials with best loss 0.228079
[2023-12-01 14:54:00,819][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002484 seconds
[2023-12-01 14:54:00,820][hyperopt.tpe][INFO] - TPE using 273/273 trials with best loss 0.228079
[2023-12-01 14:54:00,991][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002488 seconds
[2023-12-01 14:54:00,991][hyperopt.tpe][INFO] - TPE using 274/274 trials with best loss 0.228079
[2023-12-01 14:54:01,098][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:54:01,098][hyperopt.tpe][INFO] - TPE using 275/275 trials with best loss 0.228079
[2023-12-01 14:54:01,258][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:54:01,258][hyperopt.tpe][INFO] - TPE using 276/276 trials with best loss 0.228079
[2023-12-01 14:54:01,313][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002516 seconds
[2023-12-01 14:54:01,314][hyperopt.tpe][INFO] - TPE using 277/277 trials with best loss 0.228079
[2023-12-01 14:54:01,480][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002486 seconds
[2023-12-01 14:54:01,481][hyperopt.tpe][INFO] - TPE using 278/278 trials with best loss 0.228079
[2023-12-01 14:54:01,609][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002463 seconds
[2023-12-01 14:54:01,610][hyperopt.tpe][INFO] - TPE using 279/279 trials with best loss 0.228079
[2023-12-01 14:54:01,750][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002485 seconds
[2023-12-01 14:54:01,751][hyperopt.tpe][INFO] - TPE using 280/280 trials with best loss 0.228079
[2023-12-01 14:54:01,906][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002487 seconds
[2023-12-01 14:54:01,906][hyperopt.tpe][INFO] - TPE using 281/281 trials with best loss 0.228079
[2023-12-01 14:54:02,058][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002537 seconds
[2023-12-01 14:54:02,058][hyperopt.tpe][INFO] - TPE using 282/282 trials with best loss 0.228079
[2023-12-01 14:54:02,192][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002504 seconds
[2023-12-01 14:54:02,192][hyperopt.tpe][INFO] - TPE using 283/283 trials with best loss 0.228079
[2023-12-01 14:54:02,298][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:54:02,299][hyperopt.tpe][INFO] - TPE using 284/284 trials with best loss 0.228079
[2023-12-01 14:54:02,433][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:54:02,434][hyperopt.tpe][INFO] - TPE using 285/285 trials with best loss 0.228079
[2023-12-01 14:54:02,484][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:54:02,485][hyperopt.tpe][INFO] - TPE using 286/286 trials with best loss 0.228079
[2023-12-01 14:54:02,621][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002507 seconds
[2023-12-01 14:54:02,622][hyperopt.tpe][INFO] - TPE using 287/287 trials with best loss 0.228079
[2023-12-01 14:54:02,766][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002433 seconds
[2023-12-01 14:54:02,766][hyperopt.tpe][INFO] - TPE using 288/288 trials with best loss 0.228079
[2023-12-01 14:54:02,923][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002481 seconds
[2023-12-01 14:54:02,923][hyperopt.tpe][INFO] - TPE using 289/289 trials with best loss 0.228079
[2023-12-01 14:54:03,064][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002489 seconds
[2023-12-01 14:54:03,065][hyperopt.tpe][INFO] - TPE using 290/290 trials with best loss 0.228079
[2023-12-01 14:54:03,174][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002483 seconds
[2023-12-01 14:54:03,174][hyperopt.tpe][INFO] - TPE using 291/291 trials with best loss 0.228079
[2023-12-01 14:54:03,280][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002451 seconds
[2023-12-01 14:54:03,281][hyperopt.tpe][INFO] - TPE using 292/292 trials with best loss 0.228079
[2023-12-01 14:54:03,447][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002499 seconds
[2023-12-01 14:54:03,447][hyperopt.tpe][INFO] - TPE using 293/293 trials with best loss 0.228079
[2023-12-01 14:54:03,592][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002509 seconds
[2023-12-01 14:54:03,593][hyperopt.tpe][INFO] - TPE using 294/294 trials with best loss 0.228079
[2023-12-01 14:54:03,645][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002503 seconds
[2023-12-01 14:54:03,646][hyperopt.tpe][INFO] - TPE using 295/295 trials with best loss 0.228079
[2023-12-01 14:54:03,797][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002599 seconds
[2023-12-01 14:54:03,797][hyperopt.tpe][INFO] - TPE using 296/296 trials with best loss 0.228079
[2023-12-01 14:54:03,930][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002485 seconds
[2023-12-01 14:54:03,930][hyperopt.tpe][INFO] - TPE using 297/297 trials with best loss 0.228079
[2023-12-01 14:54:04,140][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002503 seconds
[2023-12-01 14:54:04,140][hyperopt.tpe][INFO] - TPE using 298/298 trials with best loss 0.228079
[2023-12-01 14:54:04,284][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:54:04,284][hyperopt.tpe][INFO] - TPE using 299/299 trials with best loss 0.228079
[2023-12-01 14:54:04,397][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002635 seconds
[2023-12-01 14:54:04,398][hyperopt.tpe][INFO] - TPE using 300/300 trials with best loss 0.228079
[2023-12-01 14:54:04,527][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002513 seconds
[2023-12-01 14:54:04,528][hyperopt.tpe][INFO] - TPE using 301/301 trials with best loss 0.228079
[2023-12-01 14:54:04,655][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:54:04,656][hyperopt.tpe][INFO] - TPE using 302/302 trials with best loss 0.228079
[2023-12-01 14:54:04,788][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:54:04,788][hyperopt.tpe][INFO] - TPE using 303/303 trials with best loss 0.228079
[2023-12-01 14:54:04,842][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:54:04,914][hyperopt.tpe][INFO] - TPE using 304/304 trials with best loss 0.228079
[2023-12-01 14:54:05,053][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:54:05,053][hyperopt.tpe][INFO] - TPE using 305/305 trials with best loss 0.228079
[2023-12-01 14:54:05,187][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002483 seconds
[2023-12-01 14:54:05,188][hyperopt.tpe][INFO] - TPE using 306/306 trials with best loss 0.228079
[2023-12-01 14:54:05,355][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:54:05,355][hyperopt.tpe][INFO] - TPE using 307/307 trials with best loss 0.228079
[2023-12-01 14:54:05,487][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002471 seconds
[2023-12-01 14:54:05,488][hyperopt.tpe][INFO] - TPE using 308/308 trials with best loss 0.228079
[2023-12-01 14:54:05,632][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:54:05,633][hyperopt.tpe][INFO] - TPE using 309/309 trials with best loss 0.228079
[2023-12-01 14:54:05,764][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002503 seconds
[2023-12-01 14:54:05,764][hyperopt.tpe][INFO] - TPE using 310/310 trials with best loss 0.228079
[2023-12-01 14:54:05,876][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002487 seconds
[2023-12-01 14:54:05,877][hyperopt.tpe][INFO] - TPE using 311/311 trials with best loss 0.228079
[2023-12-01 14:54:06,020][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:54:06,020][hyperopt.tpe][INFO] - TPE using 312/312 trials with best loss 0.228079
[2023-12-01 14:54:06,073][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002434 seconds
[2023-12-01 14:54:06,074][hyperopt.tpe][INFO] - TPE using 313/313 trials with best loss 0.228079
[2023-12-01 14:54:06,224][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:54:06,224][hyperopt.tpe][INFO] - TPE using 314/314 trials with best loss 0.228079
[2023-12-01 14:54:06,357][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:54:06,358][hyperopt.tpe][INFO] - TPE using 315/315 trials with best loss 0.228079
[2023-12-01 14:54:06,464][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002481 seconds
[2023-12-01 14:54:06,465][hyperopt.tpe][INFO] - TPE using 316/316 trials with best loss 0.228079
[2023-12-01 14:54:06,634][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002449 seconds
[2023-12-01 14:54:06,634][hyperopt.tpe][INFO] - TPE using 317/317 trials with best loss 0.228079
[2023-12-01 14:54:06,759][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:54:06,760][hyperopt.tpe][INFO] - TPE using 318/318 trials with best loss 0.228079
[2023-12-01 14:54:06,876][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002444 seconds
[2023-12-01 14:54:06,876][hyperopt.tpe][INFO] - TPE using 319/319 trials with best loss 0.228079
[2023-12-01 14:54:07,006][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002497 seconds
[2023-12-01 14:54:07,007][hyperopt.tpe][INFO] - TPE using 320/320 trials with best loss 0.228079
[2023-12-01 14:54:07,159][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002456 seconds
[2023-12-01 14:54:07,160][hyperopt.tpe][INFO] - TPE using 321/321 trials with best loss 0.228079
[2023-12-01 14:54:07,330][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002475 seconds
[2023-12-01 14:54:07,330][hyperopt.tpe][INFO] - TPE using 322/322 trials with best loss 0.228079
[2023-12-01 14:54:07,388][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:54:07,388][hyperopt.tpe][INFO] - TPE using 323/323 trials with best loss 0.228079
[2023-12-01 14:54:07,516][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:54:07,516][hyperopt.tpe][INFO] - TPE using 324/324 trials with best loss 0.228079
[2023-12-01 14:54:07,657][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002501 seconds
[2023-12-01 14:54:07,657][hyperopt.tpe][INFO] - TPE using 325/325 trials with best loss 0.228079
[2023-12-01 14:54:07,784][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:54:07,784][hyperopt.tpe][INFO] - TPE using 326/326 trials with best loss 0.228079
[2023-12-01 14:54:07,907][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002444 seconds
[2023-12-01 14:54:07,908][hyperopt.tpe][INFO] - TPE using 327/327 trials with best loss 0.228079
[2023-12-01 14:54:08,044][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:54:08,045][hyperopt.tpe][INFO] - TPE using 328/328 trials with best loss 0.228079
[2023-12-01 14:54:08,177][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:54:08,177][hyperopt.tpe][INFO] - TPE using 329/329 trials with best loss 0.228079
[2023-12-01 14:54:08,319][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:54:08,319][hyperopt.tpe][INFO] - TPE using 330/330 trials with best loss 0.228079
[2023-12-01 14:54:08,449][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:54:08,450][hyperopt.tpe][INFO] - TPE using 331/331 trials with best loss 0.228079
[2023-12-01 14:54:08,511][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002451 seconds
[2023-12-01 14:54:08,512][hyperopt.tpe][INFO] - TPE using 332/332 trials with best loss 0.228079
[2023-12-01 14:54:08,618][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002427 seconds
[2023-12-01 14:54:08,619][hyperopt.tpe][INFO] - TPE using 333/333 trials with best loss 0.228079
[2023-12-01 14:54:08,748][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:54:08,749][hyperopt.tpe][INFO] - TPE using 334/334 trials with best loss 0.228079
[2023-12-01 14:54:08,943][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002509 seconds
[2023-12-01 14:54:08,943][hyperopt.tpe][INFO] - TPE using 335/335 trials with best loss 0.228079
[2023-12-01 14:54:09,077][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002481 seconds
[2023-12-01 14:54:09,078][hyperopt.tpe][INFO] - TPE using 336/336 trials with best loss 0.228079
[2023-12-01 14:54:09,209][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002481 seconds
[2023-12-01 14:54:09,210][hyperopt.tpe][INFO] - TPE using 337/337 trials with best loss 0.228079
[2023-12-01 14:54:09,346][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:54:09,347][hyperopt.tpe][INFO] - TPE using 338/338 trials with best loss 0.228079
[2023-12-01 14:54:09,474][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:54:09,474][hyperopt.tpe][INFO] - TPE using 339/339 trials with best loss 0.228079
[2023-12-01 14:54:09,603][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002495 seconds
[2023-12-01 14:54:09,603][hyperopt.tpe][INFO] - TPE using 340/340 trials with best loss 0.228079
[2023-12-01 14:54:09,662][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002470 seconds
[2023-12-01 14:54:09,663][hyperopt.tpe][INFO] - TPE using 341/341 trials with best loss 0.228079
[2023-12-01 14:54:09,797][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:54:09,797][hyperopt.tpe][INFO] - TPE using 342/342 trials with best loss 0.228079
[2023-12-01 14:54:09,904][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:54:09,904][hyperopt.tpe][INFO] - TPE using 343/343 trials with best loss 0.228079
[2023-12-01 14:54:10,063][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002486 seconds
[2023-12-01 14:54:10,063][hyperopt.tpe][INFO] - TPE using 344/344 trials with best loss 0.228079
[2023-12-01 14:54:10,191][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002502 seconds
[2023-12-01 14:54:10,192][hyperopt.tpe][INFO] - TPE using 345/345 trials with best loss 0.228079
[2023-12-01 14:54:10,298][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002478 seconds
[2023-12-01 14:54:10,299][hyperopt.tpe][INFO] - TPE using 346/346 trials with best loss 0.228055
[2023-12-01 14:54:10,404][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:54:10,405][hyperopt.tpe][INFO] - TPE using 347/347 trials with best loss 0.228055
[2023-12-01 14:54:10,520][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:54:10,520][hyperopt.tpe][INFO] - TPE using 348/348 trials with best loss 0.228055
[2023-12-01 14:54:10,630][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002504 seconds
[2023-12-01 14:54:10,630][hyperopt.tpe][INFO] - TPE using 349/349 trials with best loss 0.228055
[2023-12-01 14:54:10,734][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:54:10,734][hyperopt.tpe][INFO] - TPE using 350/350 trials with best loss 0.228055
[2023-12-01 14:54:10,840][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:54:10,841][hyperopt.tpe][INFO] - TPE using 351/351 trials with best loss 0.228055
[2023-12-01 14:54:10,928][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:54:10,928][hyperopt.tpe][INFO] - TPE using 352/352 trials with best loss 0.228055
[2023-12-01 14:54:11,030][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:54:11,030][hyperopt.tpe][INFO] - TPE using 353/353 trials with best loss 0.228055
[2023-12-01 14:54:11,142][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002548 seconds
[2023-12-01 14:54:11,142][hyperopt.tpe][INFO] - TPE using 354/354 trials with best loss 0.228055
[2023-12-01 14:54:11,254][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002478 seconds
[2023-12-01 14:54:11,254][hyperopt.tpe][INFO] - TPE using 355/355 trials with best loss 0.228055
[2023-12-01 14:54:11,358][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:54:11,358][hyperopt.tpe][INFO] - TPE using 356/356 trials with best loss 0.228055
[2023-12-01 14:54:11,472][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:54:11,473][hyperopt.tpe][INFO] - TPE using 357/357 trials with best loss 0.228055
[2023-12-01 14:54:11,576][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002431 seconds
[2023-12-01 14:54:11,576][hyperopt.tpe][INFO] - TPE using 358/358 trials with best loss 0.228055
[2023-12-01 14:54:11,678][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002513 seconds
[2023-12-01 14:54:11,678][hyperopt.tpe][INFO] - TPE using 359/359 trials with best loss 0.228055
[2023-12-01 14:54:11,794][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002488 seconds
[2023-12-01 14:54:11,794][hyperopt.tpe][INFO] - TPE using 360/360 trials with best loss 0.228055
[2023-12-01 14:54:11,901][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:54:11,901][hyperopt.tpe][INFO] - TPE using 361/361 trials with best loss 0.228055
[2023-12-01 14:54:12,004][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:54:12,005][hyperopt.tpe][INFO] - TPE using 362/362 trials with best loss 0.228055
[2023-12-01 14:54:12,092][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:54:12,092][hyperopt.tpe][INFO] - TPE using 363/363 trials with best loss 0.228055
[2023-12-01 14:54:12,200][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002561 seconds
[2023-12-01 14:54:12,200][hyperopt.tpe][INFO] - TPE using 364/364 trials with best loss 0.228055
[2023-12-01 14:54:12,305][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002444 seconds
[2023-12-01 14:54:12,305][hyperopt.tpe][INFO] - TPE using 365/365 trials with best loss 0.228055
[2023-12-01 14:54:12,412][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002489 seconds
[2023-12-01 14:54:12,413][hyperopt.tpe][INFO] - TPE using 366/366 trials with best loss 0.228055
[2023-12-01 14:54:12,515][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002444 seconds
[2023-12-01 14:54:12,516][hyperopt.tpe][INFO] - TPE using 367/367 trials with best loss 0.228055
[2023-12-01 14:54:12,632][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002467 seconds
[2023-12-01 14:54:12,632][hyperopt.tpe][INFO] - TPE using 368/368 trials with best loss 0.228055
[2023-12-01 14:54:12,746][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002481 seconds
[2023-12-01 14:54:12,746][hyperopt.tpe][INFO] - TPE using 369/369 trials with best loss 0.228055
[2023-12-01 14:54:12,867][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:54:12,867][hyperopt.tpe][INFO] - TPE using 370/370 trials with best loss 0.228055
[2023-12-01 14:54:12,954][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:54:12,955][hyperopt.tpe][INFO] - TPE using 371/371 trials with best loss 0.228055
[2023-12-01 14:54:13,058][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:54:13,058][hyperopt.tpe][INFO] - TPE using 372/372 trials with best loss 0.228055
[2023-12-01 14:54:13,172][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002547 seconds
[2023-12-01 14:54:13,172][hyperopt.tpe][INFO] - TPE using 373/373 trials with best loss 0.228055
[2023-12-01 14:54:13,276][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:54:13,276][hyperopt.tpe][INFO] - TPE using 374/374 trials with best loss 0.228055
[2023-12-01 14:54:13,385][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:54:13,385][hyperopt.tpe][INFO] - TPE using 375/375 trials with best loss 0.228055
[2023-12-01 14:54:13,492][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:54:13,492][hyperopt.tpe][INFO] - TPE using 376/376 trials with best loss 0.228055
[2023-12-01 14:54:13,600][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:54:13,600][hyperopt.tpe][INFO] - TPE using 377/377 trials with best loss 0.228055
[2023-12-01 14:54:13,707][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002575 seconds
[2023-12-01 14:54:13,707][hyperopt.tpe][INFO] - TPE using 378/378 trials with best loss 0.228055
[2023-12-01 14:54:13,817][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002470 seconds
[2023-12-01 14:54:13,818][hyperopt.tpe][INFO] - TPE using 379/379 trials with best loss 0.228055
[2023-12-01 14:54:13,905][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002456 seconds
[2023-12-01 14:54:13,905][hyperopt.tpe][INFO] - TPE using 380/380 trials with best loss 0.228055
[2023-12-01 14:54:14,017][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002481 seconds
[2023-12-01 14:54:14,018][hyperopt.tpe][INFO] - TPE using 381/381 trials with best loss 0.228055
[2023-12-01 14:54:14,115][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002456 seconds
[2023-12-01 14:54:14,115][hyperopt.tpe][INFO] - TPE using 382/382 trials with best loss 0.228055
[2023-12-01 14:54:14,225][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002547 seconds
[2023-12-01 14:54:14,226][hyperopt.tpe][INFO] - TPE using 383/383 trials with best loss 0.228055
[2023-12-01 14:54:14,329][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:54:14,330][hyperopt.tpe][INFO] - TPE using 384/384 trials with best loss 0.228055
[2023-12-01 14:54:14,445][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:54:14,445][hyperopt.tpe][INFO] - TPE using 385/385 trials with best loss 0.228055
[2023-12-01 14:54:14,560][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002516 seconds
[2023-12-01 14:54:14,560][hyperopt.tpe][INFO] - TPE using 386/386 trials with best loss 0.228055
[2023-12-01 14:54:14,662][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002471 seconds
[2023-12-01 14:54:14,663][hyperopt.tpe][INFO] - TPE using 387/387 trials with best loss 0.228055
[2023-12-01 14:54:14,770][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002512 seconds
[2023-12-01 14:54:14,770][hyperopt.tpe][INFO] - TPE using 388/388 trials with best loss 0.228055
[2023-12-01 14:54:14,858][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002456 seconds
[2023-12-01 14:54:14,858][hyperopt.tpe][INFO] - TPE using 389/389 trials with best loss 0.228055
[2023-12-01 14:54:14,965][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:54:14,965][hyperopt.tpe][INFO] - TPE using 390/390 trials with best loss 0.228055
[2023-12-01 14:54:15,072][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:54:15,072][hyperopt.tpe][INFO] - TPE using 391/391 trials with best loss 0.228055
[2023-12-01 14:54:15,176][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:54:15,176][hyperopt.tpe][INFO] - TPE using 392/392 trials with best loss 0.228055
[2023-12-01 14:54:15,329][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.050495 seconds
[2023-12-01 14:54:15,329][hyperopt.tpe][INFO] - TPE using 393/393 trials with best loss 0.228055
[2023-12-01 14:54:15,436][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:54:15,437][hyperopt.tpe][INFO] - TPE using 394/394 trials with best loss 0.228055
[2023-12-01 14:54:15,552][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002514 seconds
[2023-12-01 14:54:15,552][hyperopt.tpe][INFO] - TPE using 395/395 trials with best loss 0.228055
[2023-12-01 14:54:15,657][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:54:15,657][hyperopt.tpe][INFO] - TPE using 396/396 trials with best loss 0.228055
[2023-12-01 14:54:15,767][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002560 seconds
[2023-12-01 14:54:15,767][hyperopt.tpe][INFO] - TPE using 397/397 trials with best loss 0.228055
[2023-12-01 14:54:15,880][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:54:15,881][hyperopt.tpe][INFO] - TPE using 398/398 trials with best loss 0.228055
[2023-12-01 14:54:15,968][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:54:15,968][hyperopt.tpe][INFO] - TPE using 399/399 trials with best loss 0.228055
[2023-12-01 14:54:16,072][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002489 seconds
[2023-12-01 14:54:16,073][hyperopt.tpe][INFO] - TPE using 400/400 trials with best loss 0.228055
